,Artist,Song,Duration(ms),Year,Genre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,explicit,uri
3251,twenty one pilots,Message Man,240080,2016,hot-rock,0.715,0.838,2,-6.077,0.118,0.0897,0,0.15,0.497,120.007,False,spotify:track:4Oyl6oYSNeeZZP0OAxPVaU
3252,The 1975,Love Me,222040,2016,hot-rock,0.621,0.802,10,-3.285,0.04,0.00745,2.67e-05,0.597,0.887,97.012,False,spotify:track:5hRzAbY2AAO258hL6oqsqO
3253,Radiohead,Burn The Witch,220609,2016,hot-rock,0.541,0.847,11,-6.52,0.0297,0.303,0.271,0.109,0.62,148.937,False,spotify:track:3pcCifdPTc2BbqmWpEhtUd
3254,Blink-182,Shes Out Of Her Mind,162720,2016,hot-rock,0.447,0.967,0,-2.706,0.0793,0.00448,0,0.487,0.606,179.991,False,spotify:track:6EE19skJ32p58xihYj2Waa
3255,Chris Cornell,Nearly Forgot My Broken Heart,234427,2016,hot-rock,0.593,0.781,0,-5.472,0.0285,0.0944,2.23e-06,0.173,0.657,119.522,False,spotify:track:7MjRtWS2teufvOiMM0BARZ
3256,Imagine Dragons,Roots,174507,2016,hot-rock,0.637,0.887,7,-5.444,0.227,0.707,0.00188,0.326,0.596,157.759,False,spotify:track:4GITtbZtRCQXhWLMXrWXHt
3257,Bring Me The Horizon,Throne,190920,2016,hot-rock,0.425,0.882,8,-3.71,0.0918,0.000673,0,0.28,0.399,144.117,False,spotify:track:5tYqrn7cItYhDGDLHt8XuH
3258,Foo Fighters,Saint Cecilia,221667,2016,hot-rock,0.235,0.869,4,-4.284,0.0609,0.000457,0.000987,0.459,0.513,146.654,False,spotify:track:7bdUH0npz854dv3plG8ieT
3259,Death Cab For Cutie,The Ghosts Of Beverly Drive,243253,2016,hot-rock,0.557,0.859,2,-6.557,0.0582,0.00474,5.79e-05,0.103,0.748,154.718,False,spotify:track:6wNCdMW82LwJgFrnGqLhpJ
3260,The 1975,UGH!,180027,2016,hot-rock,0.776,0.707,5,-4.073,0.175,0.222,0,0.0852,0.863,99.953,True,spotify:track:5vgdeMt4uKUN2BeltZjoDh
3261,David Bowie,Lets Dance,457676,2016,hot-rock,0.654,0.743,10,-7.44,0.0605,0.0125,0.0272,0.153,0.632,114.846,False,spotify:track:3ix6K4wZY29bCujrSznwFZ
3262,Simon ,The Sound Of Silence,185413,2016,hot-rock,0.525,0.216,6,-13.551,0.0301,0.837,0,0.107,0.328,106.761,False,spotify:track:5y788ya4NvwhBznoDIcXwK
3263,Imagine Dragons,Believer,204347,2017,hot-rock,0.776,0.78,10,-4.374,0.128,0.0622,0,0.081,0.666,124.949,False,spotify:track:0pqnGHJpmpxLKifKRmU6WP
3264,twenty one pilots,Heathens,195920,2017,hot-rock,0.732,0.396,4,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,False,spotify:track:6i0V12jOa3mr6uu4WYhUBr
3265,Portugal. The Man,Feel It Still,163253,2017,hot-rock,0.801,0.795,1,-5.115,0.0504,0.0417,0.000113,0.0717,0.754,79.028,False,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK
3266,Imagine Dragons,Thunder,187147,2017,hot-rock,0.605,0.822,0,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997,False,spotify:track:1zB4vmk8tFRmM9UULNzbLB
3267,Linkin Park ,Heavy,169801,2017,hot-rock,0.59,0.671,9,-6.098,0.0706,0.0484,0,0.0604,0.438,149.982,True,spotify:track:104buTcnP2AsxqB7U1FIZ4
3268,twenty one pilots,Ride,214507,2017,hot-rock,0.645,0.713,6,-5.355,0.0393,0.00835,0,0.113,0.566,74.989,False,spotify:track:2Z8WuEywRWYTKe1NybPQEW
3269,The Revivalists,Wish I Knew You,274093,2017,hot-rock,0.649,0.718,0,-6.593,0.0261,0.143,0.0713,0.124,0.718,101.034,False,spotify:track:2EWpa5XnAuSn0sIkSSIhYk
3270,"Lil Wayne, Wiz Khalifa ",Sucker For Pain,243491,2017,hot-rock,0.502,0.786,9,-4.378,0.317,0.255,0,0.65,0.739,169.021,True,spotify:track:4dASQiO1Eoo3RJvt74FtXB
3271,X Ambassadors,Unsteady,193547,2017,hot-rock,0.389,0.665,0,-6.169,0.0644,0.178,0.000732,0.116,0.199,117.055,False,spotify:track:7lGKEWMXVWWTt3X71Bv44I
3272,Fitz And The Tantrums,HandClap,193253,2017,hot-rock,0.636,0.836,8,-3.004,0.0427,0.00609,0.000157,0.0828,0.715,139.956,False,spotify:track:4qRaZYiaOsSvWC7VgcxrI0
3273,RagnBone Man,Human,200187,2017,hot-rock,0.602,0.707,11,-4.097,0.302,0.393,0,0.165,0.554,75.09,False,spotify:track:58zsLZPvfflaiIbNWoA22O
3274,Lord Huron,The Night We Met,208212,2017,hot-rock,0.545,0.366,2,-9.51,0.0378,0.969,0.267,0.641,0.1,86.997,False,spotify:track:0QZ5yyl6B6utIWkxeBDxQN
3275,Kaleo,Way Down We Go,213707,2017,hot-rock,0.489,0.505,10,-8.022,0.117,0.579,0.000333,0.104,0.337,163.255,False,spotify:track:0y1QJc3SJVPKJ1OvFmFqe6
3276,The Lumineers,Angela,201786,2017,hot-rock,0.668,0.563,4,-8.23,0.0305,0.649,0.000347,0.11,0.289,130.366,False,spotify:track:5bodDpPolC3xlame0SVcDY
3277,Judah ,Take It All Back,218356,2017,hot-rock,0.441,0.802,0,-6.411,0.0305,0.0104,6.25e-05,0.123,0.783,148.023,False,spotify:track:2w7O4XCRoIJrwF1NqKL9TM
3278,Imagine Dragons,Whatever It Takes,201240,2017,hot-rock,0.672,0.655,10,-5.021,0.0311,0.0362,0,0.117,0.556,134.945,False,spotify:track:6Qn5zhYkTa37e91HC1D7lb
3279,Paramore,Hard Times,182693,2017,hot-rock,0.695,0.818,5,-5.379,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,False,spotify:track:0w5Bdu51Ka25Pf3hojsKHh
3280,The Killers,The Man,250093,2017,hot-rock,0.606,0.942,6,-2.598,0.115,0.0727,2.07e-06,0.0709,0.518,106.02,False,spotify:track:5aWhs651KYM26HYM16kRdk
3281,Zach Williams,Old Church Choir,176453,2017,hot-rock,0.675,0.814,0,-5.816,0.0347,0.125,0,0.163,0.607,103.989,False,spotify:track:4F7GcPH79KzsQfNphjtkGx
3282,Lana Del Rey,Love,218288,2017,hot-rock,0.532,0.452,9,-10.654,0.043,0.892,0.00113,0.127,0.203,129.895,True,spotify:track:7MtVPRGtZl6rPjMfLoI3Lh
3283,Lana Del Rey ,Lust For Life,264066,2017,hot-rock,0.504,0.655,0,-8.644,0.0542,0.604,0.00193,0.364,0.262,99.982,False,spotify:track:0mt02gJ425Xjm7c3jYkOBn
3284,twenty one pilots,Heavydirtysoul,234813,2017,hot-rock,0.613,0.873,7,-6.376,0.0449,0.00397,0.00111,0.367,0.392,129.989,False,spotify:track:7i9763l5SSfOnqZ35VOcfy
3285,John Mayer,Love On The Weekend,212320,2017,hot-rock,0.718,0.583,7,-7.884,0.0288,0.623,0.000662,0.0612,0.422,119.97,False,spotify:track:0oiCeOPwm4zhwfyIpAE37y
3286,The Lumineers,Ophelia,160097,2017,hot-rock,0.664,0.573,5,-6.519,0.0277,0.613,0.000363,0.0857,0.566,76.023,False,spotify:track:3d8y0t70g7hw2FOWl9Z4Fm
3287,Zach Williams,Chain Breaker,196467,2017,hot-rock,0.467,0.715,0,-5.076,0.0327,0.0231,0,0.144,0.374,156.095,False,spotify:track:17GmwQ9Q3MTAz05OokmNNB
3288,Linkin Park,One More Light,255067,2017,hot-rock,0.593,0.2,8,-11.063,0.0311,0.904,0,0.0897,0.17,83.966,False,spotify:track:3xXBsjrbG1xQIm1xv1cKOt
3289,Theory Of A Deadman,Rx ,233173,2017,hot-rock,0.639,0.71,1,-7.445,0.0275,0.0133,0,0.118,0.378,119.989,True,spotify:track:2UZtI2HUyLRzqBjodvcUmY
3290,Linkin Park,Numb,185587,2017,hot-rock,0.496,0.863,9,-4.153,0.0381,0.0046,0,0.639,0.243,110.018,False,spotify:track:2nLtzopw4rPReszdYBJU6h
3291,Foo Fighters,Run,323373,2017,hot-rock,0.359,0.893,4,-8.036,0.0665,3.4e-05,0.0955,0.751,0.185,136.115,False,spotify:track:1wLQwg0mloy3yXjL0jPE0N
3292,Green Day,Still Breathing,224760,2017,hot-rock,0.54,0.902,1,-3.577,0.0442,0.0142,0,0.0756,0.692,75.033,False,spotify:track:19YmvsVCetCBeVj6O2mljR
3293,Linkin Park,In The End,216880,2017,hot-rock,0.556,0.864,3,-5.87,0.0584,0.00958,0,0.209,0.4,105.143,False,spotify:track:60a0Rd6pjrkxjPbaKzXjfq
3294,Thirty Seconds To Mars,Walk On Water,185467,2017,hot-rock,0.495,0.787,8,-6.89,0.0368,9.16e-05,0,0.167,0.388,140.003,False,spotify:track:6FT9FZccFD6nE8dMNslz2n
3295,NEEDTOBREATHE,Hard Love,217693,2017,hot-rock,0.449,0.832,0,-4.247,0.0554,0.0604,0,0.264,0.392,83.937,False,spotify:track:4ahfLYf0VLVVvN3sdOyQN2
3296,Weezer,Feels Like Summer,195893,2017,hot-rock,0.53,0.867,11,-4.989,0.0504,0.02,0.000248,0.737,0.74,175.981,False,spotify:track:2jz1bw1p0WQj0PDnVDP0uY
3297,The xx,On Hold,224133,2017,hot-rock,0.723,0.669,0,-6.784,0.0348,0.0522,0.192,0.109,0.35,125.051,False,spotify:track:5CPqOpKSk0QcJ3dGdaWcRB
3298,Coldplay,Hymn For The Weekend,258827,2017,hot-rock,0.49,0.743,0,-5.155,0.0409,0.255,7.21e-06,0.3,0.363,89.974,False,spotify:track:3RiPr603aXAoi4GHyXx0uy
3299,Kings Of Leon,Waste A Moment,183093,2017,hot-rock,0.436,0.85,2,-4.86,0.0617,0.000861,0.74,0.128,0.537,152.644,False,spotify:track:5LlsD7LdSMkGV4Iu0a2Zq0
3300,The Lumineers,Cleopatra,201413,2017,hot-rock,0.536,0.775,8,-6.765,0.0394,0.228,0.000143,0.0947,0.485,151.393,False,spotify:track:2ToW7zhGCrVrLU4fiKj9U1
3301,Highly Suspect,My Name Is Human,258773,2017,hot-rock,0.515,0.698,2,-5.572,0.0279,5.71e-05,8.64e-05,0.0827,0.194,139.96,True,spotify:track:1euszbbvkUzQzIhZUWFmXG
3302,Bleachers,Dont Take The Money,215547,2017,hot-rock,0.63,0.884,1,-5.674,0.0406,0.000397,1.37e-06,0.206,0.289,110.07,False,spotify:track:3ySU5vwQB33iGulwcUL9qQ
3303,NEEDTOBREATHE,Testify,243800,2017,hot-rock,0.495,0.71,0,-3.941,0.0288,0.471,0,0.0703,0.319,90.024,False,spotify:track:5OpjJ9qy54D3PzQJ1s4Q9X
3304,Ocean Park Standoff,Good News,188139,2017,hot-rock,0.602,0.793,9,-4.043,0.0767,0.172,0,0.069,0.283,90.093,False,spotify:track:1dXCXb006YbPSAajh6qhaF
3305,Sir Sly,High,231897,2017,hot-rock,0.743,0.733,2,-5.576,0.0352,0.00705,0.00753,0.0565,0.726,122.975,False,spotify:track:17aDyX39gb1iV1ZWvD1ffE
3306,Gorillaz ,Saturnz Barz,181907,2017,hot-rock,0.383,0.621,6,-5.878,0.113,0.0272,0,0.427,0.213,80.051,False,spotify:track:7l9CE3wmEGOUYw1j4ETjnL
3307,Papa Roach,Help,214797,2017,hot-rock,0.383,0.9,7,-5.42,0.134,0.00085,1.94e-06,0.271,0.286,183.96,False,spotify:track:6EaGMOSWL2LndwY6gClBaD
3308,Vance Joy,Lay It On Me,215493,2017,hot-rock,0.733,0.663,5,-5.766,0.0322,0.101,6.98e-06,0.0694,0.53,127.974,False,spotify:track:7oekneJCJO74ycdLzdk16v
3309,Tom Petty,Free Fallin,256000,2017,hot-rock,0.623,0.449,5,-13.333,0.0253,0.212,0,0.0613,0.572,84.383,False,spotify:track:5tVA6TkbaAH9QMITTQRrNv
3310,Cold War Kids,Love Is Mystical,214360,2017,hot-rock,0.567,0.863,7,-5.158,0.037,0.00462,4.77e-05,0.207,0.722,106.03,False,spotify:track:12pdXFcruNcPUbZypKUDgz
3311,Judah ,Suit And Jacket,222256,2017,hot-rock,0.452,0.58,10,-8.613,0.0462,0.222,3.23e-05,0.101,0.111,164.162,False,spotify:track:2ZYBwkmtYhgUj1A7teYAZ7
3312,The 1975,Somebody Else,347520,2017,hot-rock,0.61,0.788,0,-5.724,0.0585,0.195,0.0142,0.153,0.472,101.045,True,spotify:track:5hc71nKsUgtwQ3z52KEKQk
3313,Queens Of The Stone Age,The Way You Used To Do,274282,2017,hot-rock,0.474,0.843,0,-5.909,0.272,0.0102,0.104,0.362,0.433,97.691,False,spotify:track:1wsnCfewxZlCs7cJxkaMZM
3314,Highly Suspect,Little One,241533,2017,hot-rock,0.474,0.351,7,-7.533,0.0292,0.0122,7.35e-06,0.112,0.104,139.827,True,spotify:track:5y1jgbDNgTfxoWXv3FhH2Q
3315,Soundgarden,Black Hole Sun,318587,2017,hot-rock,0.35,0.828,6,-5.373,0.041,0.000217,0.000161,0.0774,0.147,105.435,False,spotify:track:2EoOZnxNgtmZaD8uUmz2nD
3316,Imagine Dragons,Walking The Wire,232907,2017,hot-rock,0.54,0.761,4,-5.339,0.0372,0.0163,0,0.0941,0.147,100.008,False,spotify:track:1y3bE5i57eUm3hfLAc7h08
3317,Arcade Fire,Everything Now,303013,2017,hot-rock,0.548,0.865,0,-5.325,0.0302,0.00171,0.000449,0.457,0.61,116.046,False,spotify:track:7KsZHCfOitA5V9oQYVdltG
3318,Stone Sour,Song #3,256533,2017,hot-rock,0.481,0.945,1,-5.468,0.0813,0.00264,0,0.135,0.427,157.059,False,spotify:track:5jsDxDkJ1PqyYUWhDMr86B
3319,Tom Petty,I Wont Back Down,178360,2017,hot-rock,0.765,0.476,7,-13.487,0.0329,0.0504,2.76e-06,0.165,0.965,114.02,False,spotify:track:7gSQv1OHpkIoAdUiRLdmI6
3320,Shinedown,How Did You Love,187627,2017,hot-rock,0.331,0.75,5,-5.202,0.0436,6.86e-05,1.21e-06,0.0945,0.26,185.97,False,spotify:track:2le5xHvcWF8PDp608d4L8D
3321,Muse,Dig Down,228147,2017,hot-rock,0.428,0.429,0,-6.06,0.049,0.0879,0.00041,0.168,0.182,127.173,False,spotify:track:0RILico3Gbl5jxSNg3zLrJ
3322,Rise Against,The Violence,228720,2017,hot-rock,0.294,0.92,10,-2.471,0.0635,4.11e-05,0.000232,0.0804,0.582,184.007,False,spotify:track:12C6ufD5zOWsQGHQY7aXRM
3323,Blink-182,Shes Out Of Her Mind,162720,2017,hot-rock,0.447,0.967,0,-2.706,0.0793,0.00448,0,0.487,0.606,179.991,False,spotify:track:6EE19skJ32p58xihYj2Waa
3324,Foo Fighters,The Sky Is A Neighborhood,244573,2017,hot-rock,0.358,0.549,11,-7.843,0.0693,0.000799,0.00503,0.22,0.533,130.733,False,spotify:track:3kdMzXOcrDIdSWLdONHNK5
3325,MISSIO,Middle Fingers,215200,2017,hot-rock,0.517,0.553,1,-5.135,0.0329,0.000104,3.7e-06,0.133,0.0775,139.26,False,spotify:track:1RgvTl4vQN4qECtnO1guEp
3326,Cage The Elephant,Cold Cold Cold,214387,2017,hot-rock,0.549,0.789,5,-6.071,0.0313,0.0178,6.68e-05,0.059,0.715,136.125,False,spotify:track:1Q3t9fWvHUXKsMmpD2XpUu
3327,John Mayer,In The Blood,243667,2017,hot-rock,0.546,0.657,8,-6.526,0.0255,0.386,1.03e-05,0.0983,0.52,80.007,False,spotify:track:77Y57qRJBvkGCUw9qs0qMg
3328,Linkin Park,What Ive Done,205613,2017,hot-rock,0.623,0.93,5,-5.285,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,False,spotify:track:18lR4BzEs7e3qzc0KVkTpU
3329,Royal Blood,Lights Out,236427,2017,hot-rock,0.501,0.824,0,-7.25,0.0413,0.000127,0.000311,0.0922,0.57,89.972,False,spotify:track:1060gzllf4b0UETAXisR5l
3330,Bastille,Blame,175880,2017,hot-rock,0.47,0.749,11,-3.993,0.0324,0.00101,0,0.308,0.346,85.046,False,spotify:track:7yrx5A6zDOsd7Bn02WvbLH
3331,Andrew McMahon In The Wilderness,Fire Escape,204840,2017,hot-rock,0.583,0.862,4,-4.387,0.0575,0.0468,0,0.256,0.422,105.999,False,spotify:track:6uCmU6ldcsVpLAKNCojVg8
3332,Electric Light Orchestra,Mr. Blue Sky,303373,2017,hot-rock,0.388,0.338,10,-10.054,0.0328,0.652,3.72e-06,0.248,0.477,177.784,False,spotify:track:2RlgNHKcydI9sayD2Df2xp
3333,Metallica,"Atlas, Rise!",388625,2017,hot-rock,0.419,0.994,9,-3.191,0.0596,3.28e-05,0.0192,0.0784,0.41,95.571,False,spotify:track:7uSx9pDbxfFsXPyZ4pOm7H
3334,Alex Da Kid ,Not Easy,245573,2017,hot-rock,0.585,0.699,8,-7.273,0.0566,0.149,0.00679,0.385,0.425,84.016,False,spotify:track:6BXCXOJGvuhks2xDxj5opi
3335,Fall Out Boy ,Champion,192533,2017,hot-rock,0.31,0.905,0,-4.109,0.253,0.000927,3.1e-05,0.431,0.309,187.796,False,spotify:track:1DRUwJSt2YOUUEz965OJ66
3336,Fall Out Boy,The Last Of The Real Ones,230400,2017,hot-rock,0.576,0.872,8,-5.293,0.0471,0.00599,0,0.188,0.559,115.042,False,spotify:track:6e13443Ve7RGcAUScTgYtl
3337,HAIM,Want You Back,232120,2017,hot-rock,0.635,0.853,0,-3.926,0.048,0.121,0,0.371,0.372,112.964,False,spotify:track:2wXhdaTnmkkFSOidKfnOxA
3338,LANY,Super Far,203650,2017,hot-rock,0.575,0.46,1,-6.839,0.182,0.0988,0,0.227,0.462,95.952,False,spotify:track:15ahYSiHAIMxAnujlXVtta
3339,Tom Petty And The Heartbreakers,Mary Janes Last Dance,273600,2017,hot-rock,0.464,0.655,7,-9.058,0.0608,0.0272,1.34e-06,0.328,0.531,169.515,False,spotify:track:3dmqIB2Qxe2XZobw9gXxJ6
3340,Fleetwood Mac,The Chain,270213,2017,hot-rock,0.545,0.67,9,-8.81,0.0496,0.009,0.000822,0.0451,0.481,151.553,False,spotify:track:5e9TFTbltYBg2xThimr0rU
3341,Gorillaz ,Andromeda,197547,2017,hot-rock,0.788,0.472,0,-9.021,0.0475,0.003,0.0322,0.59,0.257,130.084,False,spotify:track:2C0KFbb4v9CNWR5c9jWcKC
3342,The Dirty Heads,Vacation,220800,2017,hot-rock,0.814,0.607,1,-7.619,0.0641,0.17,0.1,0.0317,0.495,150.068,False,spotify:track:6fSwoEH7Rnk55ICNcFE09R
3343,X Ambassadors,Ahead Of Myself,223147,2017,hot-rock,0.587,0.542,5,-7.876,0.034,0.0014,0,0.0906,0.371,89.991,True,spotify:track:5KrEN8aGZnvS2UU6molPFs
3344,Greta Van Fleet,Highway Tune,180640,2017,hot-rock,0.583,0.962,4,-3.037,0.0543,0.0096,0.128,0.283,0.506,123.977,False,spotify:track:7aOor99o8NNLZYElOXlBG1
3345,Starset,Monster,256320,2017,hot-rock,0.386,0.86,1,-6.757,0.0543,0.00146,2.32e-06,0.0643,0.261,97.576,False,spotify:track:0criiQKIY1hyU0lRbVhZ8L
3346,Linkin Park,Crawling,208960,2017,hot-rock,0.58,0.702,4,-5.565,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,False,spotify:track:57BrRMwf9LrcmuOsyGilwr
3347,Moon Taxi,Two High,213120,2017,hot-rock,0.68,0.735,11,-5.553,0.0482,0.0505,0.00132,0.109,0.523,106.994,False,spotify:track:5huOzlgCK7PsMSG4TFBvKY
3348,Kings Of Leon,Reverend,234080,2017,hot-rock,0.448,0.815,0,-5.951,0.0361,0.0867,0.686,0.316,0.217,124.808,False,spotify:track:5cm47Nc1MWBVIkRFaXxvHY
3349,Kaleo,All The Pretty Girls,269893,2017,hot-rock,0.466,0.496,1,-6.606,0.0302,0.626,6.22e-06,0.117,0.352,74.747,False,spotify:track:0QQIhT6PtJ5glyn4HKNKQ6
3350,The Lumineers,Sleep On The Floor,211851,2017,hot-rock,0.389,0.431,7,-8.061,0.0344,0.249,0,0.13,0.275,142.14,False,spotify:track:5MMZJtHOiH1RmQSSe3DJdg
3351,Beck,Up All Night,190448,2017,hot-rock,0.635,0.908,1,-4.795,0.0563,0.00384,0.0834,0.239,0.637,110.012,False,spotify:track:28AgTOIZke8nitD0NNeb3G
3352,Audioslave,Like A Stone,293960,2017,hot-rock,0.614,0.568,7,-5.477,0.0276,0.00797,0,0.0997,0.516,107.849,False,spotify:track:3YuaBvuZqcwN3CEAyyoaei
3353,Seether,Let You Down,250213,2017,hot-rock,0.476,0.809,2,-4.434,0.0327,2.66e-05,0.0797,0.0886,0.558,83.957,False,spotify:track:0bKbN288jXK5tKxnEGK8xL
3354,Red Hot Chili Peppers,Go Robot,263800,2017,hot-rock,0.852,0.651,8,-6.254,0.0411,0.0432,0.0192,0.158,0.96,131.01,False,spotify:track:5m578MgxuEC956dulprCe8
3355,Ghost,Square Hammer,239293,2017,hot-rock,0.53,0.903,2,-4.396,0.0483,3.31e-05,0.182,0.259,0.747,129.983,False,spotify:track:2XgTw2co6xv95TmKpMcL70
3356,alt-J,In Cold Blood,206027,2017,hot-rock,0.495,0.745,11,-5.475,0.035,0.142,0.000441,0.194,0.589,143.398,False,spotify:track:0jeJR3LdrC2QJNviq7wjzp
3357,Unspoken,The Cure,209107,2017,hot-rock,0.605,0.814,1,-4.898,0.0467,0.000533,2.78e-06,0.0532,0.543,94.0,False,spotify:track:39rJM0PvYhYheKdoPj7mSs
3358,Fall Out Boy,Young And Menace,223947,2017,hot-rock,0.646,0.833,11,-5.134,0.057,0.112,0.000462,0.121,0.278,108.003,False,spotify:track:6XEPmHllDGDaO4w84Xjtgi
3359,Skillet,Stars,224947,2017,hot-rock,0.48,0.5,11,-6.202,0.028,0.522,0,0.193,0.41,149.957,False,spotify:track:2KPjz1SM7AWC9GxXHmRucG
3360,Bishop Briggs,Wild Horses,189493,2017,hot-rock,0.745,0.537,0,-5.664,0.031,0.225,0,0.154,0.203,140.069,False,spotify:track:1vHyZsydQf4h2yDhujnqvQ
3361,I Prevail,Alone,221000,2017,hot-rock,0.539,0.746,6,-5.242,0.036,0.00324,5.08e-06,0.085,0.287,118.994,False,spotify:track:6c9xVWbPeVPgrmWTYYeMTr
3362,Imagine Dragons,Thunder,187147,2018,hot-rock,0.605,0.822,0,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997,False,spotify:track:1zB4vmk8tFRmM9UULNzbLB
3363,Portugal. The Man,Feel It Still,163253,2018,hot-rock,0.801,0.795,1,-5.115,0.0504,0.0417,0.000113,0.0717,0.754,79.028,False,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK
3364,Imagine Dragons,Believer,204347,2018,hot-rock,0.776,0.78,10,-4.374,0.128,0.0622,0,0.081,0.666,124.949,False,spotify:track:0pqnGHJpmpxLKifKRmU6WP
3365,Imagine Dragons,Whatever It Takes,201240,2018,hot-rock,0.672,0.655,10,-5.021,0.0311,0.0362,0,0.117,0.556,134.945,False,spotify:track:6Qn5zhYkTa37e91HC1D7lb
3366,Imagine Dragons,Natural,189467,2018,hot-rock,0.704,0.611,2,-6.112,0.0409,0.217,0,0.0812,0.22,100.0,False,spotify:track:2FY7b99s15jUprqC0M5NCT
3367,Foster The People,Sit Next To Me,243147,2018,hot-rock,0.638,0.738,6,-4.976,0.0292,0.117,0.000384,0.689,0.657,97.021,False,spotify:track:4BdGO1CaObRD4La9l5Zanz
3368,lovelytheband,Broken,204878,2018,hot-rock,0.666,0.728,7,-5.808,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996,False,spotify:track:6XcfKZvJio9Z0fQy11GnNX
3369,Bad Wolves,Zombie,254805,2018,hot-rock,0.448,0.826,2,-3.244,0.0319,0.00756,0,0.117,0.19,77.093,False,spotify:track:1vNoA9F5ASnlBISFekDmg3
3370,Panic! At The Disco,High Hopes,190947,2018,hot-rock,0.579,0.904,5,-2.729,0.0618,0.193,0,0.064,0.681,82.014,False,spotify:track:1rqqCSm0Qe4I9rUvWncaom
3371,Weezer,Africa,238627,2018,hot-rock,0.534,0.784,8,-3.59,0.0339,0.205,0.00579,0.106,0.6,92.147,False,spotify:track:3ZPKocroJIcnHGcnJVlLKD
3372,Alice Merton,No Roots,235813,2018,hot-rock,0.863,0.657,7,-7.295,0.105,0.264,0.00619,0.0713,0.829,115.958,False,spotify:track:4CdfFYzaAJ0y0beKzmgJSn
3373,Panic! At The Disco,Say Amen ,189187,2018,hot-rock,0.491,0.867,6,-2.313,0.103,0.167,0,0.458,0.602,167.965,False,spotify:track:76vMKwFtdDDCLcM6zXybjB
3374,WALK THE MOON,One Foot,261373,2018,hot-rock,0.582,0.821,0,-4.861,0.0365,0.00754,2.1e-06,0.818,0.468,100.025,False,spotify:track:0iQ77tSa7ncj7zBPtVx6cU
3375,John Mayer,New Light,216015,2018,hot-rock,0.828,0.689,7,-7.878,0.0326,0.325,0.0384,0.0808,0.853,123.931,False,spotify:track:3bH4HzoZZFq8UpZmI2AMgV
3376,twenty one pilots,Jumpsuit,238560,2018,hot-rock,0.62,0.61,11,-8.329,0.0373,0.00849,0.162,0.205,0.235,127.052,False,spotify:track:1E1uGhNdBe6Dddbgs2KqtZ
3377,Five Finger Death Punch,Gone Away,275213,2018,hot-rock,0.501,0.779,10,-6.483,0.0421,0.000419,5.15e-05,0.139,0.231,106.024,False,spotify:track:6UBJyFbJZChFw57h5LkS3U
3378,Godsmack,Bulletproof,177048,2018,hot-rock,0.39,0.91,5,-3.268,0.133,0.000198,0,0.156,0.644,162.253,False,spotify:track:6w7ily4cFWEPO0XWFQYeUO
3379,Thirty Seconds To Mars,Walk On Water,185467,2018,hot-rock,0.495,0.787,8,-6.89,0.0368,9.16e-05,0,0.167,0.388,140.003,False,spotify:track:6FT9FZccFD6nE8dMNslz2n
3380,Portugal. The Man,Live In The Moment,246787,2018,hot-rock,0.546,0.583,6,-7.317,0.0348,0.002,0.173,0.115,0.235,128.017,False,spotify:track:60eOMEt3WNVX1m1jmApmnX
3381,Theory Of A Deadman,Rx ,233173,2018,hot-rock,0.639,0.71,1,-7.445,0.0275,0.0133,0,0.118,0.378,119.989,True,spotify:track:2UZtI2HUyLRzqBjodvcUmY
3382,twenty one pilots,Nico And The Niners,225040,2018,hot-rock,0.728,0.602,9,-7.748,0.185,0.0699,7.01e-06,0.318,0.328,140.081,False,spotify:track:5SehvGGC53A7SZKCLXQcyt
3383,twenty one pilots,My Blood,229120,2018,hot-rock,0.749,0.723,1,-6.609,0.0432,0.0563,0.022,0.0977,0.674,108.999,False,spotify:track:5HeKOKc4phmLn8e4I7EkzD
3384,Two Feet,I Feel Like Im Drowning,185520,2018,hot-rock,0.717,0.577,8,-5.436,0.0491,0.708,0.00428,0.0899,0.235,104.927,False,spotify:track:3aauaXWRgwCMoykMbI0Jq1
3385,Shinedown,Devil,207987,2018,hot-rock,0.354,0.942,7,-3.245,0.237,0.00039,6.36e-06,0.431,0.242,119.992,False,spotify:track:2hEYslbdYWFSIA6JboUvnR
3386,Muse,Thought Contagion,206107,2018,hot-rock,0.48,0.76,5,-3.663,0.0402,0.00107,2.37e-05,0.0809,0.378,139.985,False,spotify:track:57lCa95tmjJ8EYdNTex8Kk
3387,Five Finger Death Punch,Sham Pain,209703,2018,hot-rock,0.555,0.95,11,-3.948,0.0576,0.000172,2.83e-06,0.14,0.385,96.508,True,spotify:track:2jWBH2mvHuisHxhpDbHSXP
3388,Beck,Up All Night,190448,2018,hot-rock,0.635,0.908,1,-4.795,0.0563,0.00384,0.0834,0.239,0.637,110.012,False,spotify:track:28AgTOIZke8nitD0NNeb3G
