,Artist,Song,Duration(ms),Year,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri
687,Kelly Clarkson,Stronger ,221947,2012,0.562,0.939,0,-4.282,0.0475,0.046,0.0,0.112,0.684,116.044,spotify:track:6D60klaHqbCl9ySc8VcRss
688,Rihanna ,We Found Love,215227,2012,0.734,0.766,1,-4.485,0.0383,0.025,0.00138,0.108,0.6,127.986,spotify:track:6qn9YLKt13AGvpq9jfO8py
689,Nicki Minaj,Starships,210627,2012,0.747,0.716,11,-2.457,0.075,0.135,0.0,0.251,0.751,125.008,spotify:track:1oHNvJVbFkexQc0BpQp7Y4
690,One Direction,What Makes You Beautiful,199987,2012,0.726,0.787,4,-2.494,0.0738,0.009,0.0,0.0596,0.888,124.989,spotify:track:4cluDES4hQEUhmXj6TXkSo
691,Flo Rida ,Wild Ones,232947,2012,0.608,0.86,5,-5.324,0.0554,0.0991,0.0,0.262,0.437,127.075,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3
692,Adele,Set Fire To The Rain,241693,2012,0.61,0.683,2,-3.879,0.0253,0.00382,1.79e-06,0.125,0.466,108.003,spotify:track:3CKCZ9pfwAfoMZlMncA1Nc
693,LMFAO,Sexy And I Know It,199480,2012,0.707,0.861,7,-4.225,0.316,0.1,0.0,0.191,0.795,130.021,spotify:track:0obBFrPYkSoBJbvHfUIhkv
694,fun.,Some Nights,277040,2012,0.672,0.738,0,-7.045,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,spotify:track:6t6oULCRS6hnI7rm0h5gwl
695,Katy Perry,Wide Awake,220947,2012,0.514,0.683,5,-5.099,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,spotify:track:5JLv62qFIS1DR3zGEcApRt
696,Flo Rida,Good Feeling,248133,2012,0.706,0.89,1,-4.444,0.0688,0.0588,0.00286,0.306,0.684,128.011,spotify:track:2LEF1A8DOZ9wRYikWgVlZ8
697,Flo Rida,Whistle,224653,2012,0.747,0.937,0,-5.746,0.0453,0.0208,0.0,0.29,0.739,103.976,spotify:track:3bC1ahPIYt1btJzSSEyyrF
698,Maroon 5,One More Night,219467,2012,0.718,0.82,5,-3.453,0.0323,0.0444,0.0,0.0846,0.613,92.998,spotify:track:4XNrMwGx1SqP01sqkGTDmo
699,Train,Drive By,195973,2012,0.765,0.837,1,-3.113,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,spotify:track:0KAiuUOrLTIkzkpfpn9jb9
700,Drake ,The Motto,181573,2012,0.766,0.442,1,-8.558,0.356,0.000107,6.12e-05,0.111,0.39,201.8,spotify:track:4Kz4RdRCceaA9VgTqBhBfa
701,Rihanna,Where Have You Been,242680,2012,0.719,0.847,0,-6.34,0.0916,0.00201,0.0204,0.221,0.444,127.963,spotify:track:5WQQIDU3HRaMyPkob8mpFb
702,Neon Trees,Everybody Talks,177280,2012,0.471,0.924,8,-3.906,0.0586,0.00301,0.0,0.313,0.725,154.961,spotify:track:2iUmqdfGZcHIhS3b9E9EWq
703,Drake ,Take Care,277387,2012,0.629,0.515,0,-10.358,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,spotify:track:124NFj84ppZ5pAxTuVQYCQ
704,David Guetta ,Titanium,245040,2012,0.604,0.787,0,-3.674,0.103,0.0679,0.15,0.127,0.301,126.062,spotify:track:77TT8Xvx637TpzV8kKGkUw
705,Jason Mraz,I Wont Give Up,240166,2012,0.585,0.303,4,-10.058,0.0398,0.694,0.0,0.115,0.142,136.703,spotify:track:53QF56cjZA9RTuuMZDrSA6
706,Bruno Mars,It Will Rain,257720,2012,0.576,0.835,2,-6.826,0.0486,0.337,0.0,0.082,0.476,150.017,spotify:track:0RUGuh2uSNFJpGMSsD1F5C
707,"Kanye West, Big Sean, Pusha T, 2 Chainz",Mercy,329320,2012,0.563,0.496,6,-9.381,0.405,0.0679,5.61e-05,0.173,0.424,140.001,spotify:track:4qikXelSRKvoCqFcHLB2H2
708,Justin Bieber,Boyfriend,171333,2012,0.717,0.55,10,-6.019,0.0521,0.0358,0.00196,0.126,0.332,96.976,spotify:track:0171XsIM2xyeXRr6wsugEI
709,LMFAO ,Party Rock Anthem,262173,2012,0.75,0.727,5,-4.21,0.142,0.0189,0.0,0.266,0.359,129.993,spotify:track:0IkKz2J93C94Ei4BvDop7P
710,Alex Clare,Too Close,256560,2012,0.584,0.712,11,-4.311,0.0395,0.0112,1.05e-06,0.114,0.286,126.043,spotify:track:4sK96UnGx3NjBaqvfTG2dm
711,Katy Perry,Part Of Me,216160,2012,0.678,0.918,5,-4.63,0.0355,0.000417,0.0,0.0744,0.769,130.028,spotify:track:1nZzRJbFvCEct3uzu04ZoL
712,Snoop Dogg ,"Young, Wild & Free",207333,2012,0.715,0.655,0,-6.425,0.137,0.0525,0.0,0.115,0.531,95.078,spotify:track:5HQVUIKwCEXpe7JIHyY734
713,Taylor Swift,We Are Never Ever Getting Back Together,191880,2012,0.628,0.676,7,-5.911,0.0916,0.00957,2.65e-05,0.102,0.75,85.984,spotify:track:7AEAGTc8cReDqcbPoY9gwo
714,Justin Bieber ,As Long As You Love Me,229467,2012,0.571,0.873,0,-3.382,0.0997,0.0807,0.0,0.361,0.613,139.691,spotify:track:0pwYLVXVknPSGUQb39cePC
715,David Guetta ,Turn Me On,199680,2012,0.704,0.793,8,-2.266,0.0591,0.0488,0.0,0.575,0.412,127.96,spotify:track:6JOlNkT0QdHeZB0wPbI9IR
716,Maroon 5 ,Moves Like Jagger,201160,2012,0.722,0.758,11,-4.477,0.0471,0.0111,0.0,0.308,0.62,128.047,spotify:track:7LcfRTgAVTs5pQGEQgUEzN
717,P!nk,Blow Me ,255587,2012,0.597,0.919,7,-2.954,0.044,0.000145,0.0,0.282,0.73,113.987,spotify:track:4k80K0b6KZ2QjAYkXON7q6
718,Owl City ,Good Time,205933,2012,0.56,0.872,3,-4.269,0.14,0.0239,7.52e-06,0.371,0.681,126.053,spotify:track:1kPpge9JDLpcj15qgrPbYX
719,Demi Lovato,Give Your Heart A Break,205347,2012,0.651,0.695,6,-3.218,0.0487,0.23,0.0,0.144,0.569,123.008,spotify:track:3sP3c86WFjOzHHnbhhZcLA
720,Jay Z Kanye West,Ni**as in Paris,219320,2012,0.757,0.882,1,-6.125,0.248,0.0763,0.0,0.251,0.684,140.047,spotify:track:2KpCpk6HjXXLb7nnXoXA5O
721,Katy Perry,The One That Got Away,227333,2012,0.687,0.792,1,-4.023,0.0353,0.000802,0.0,0.2,0.864,133.962,spotify:track:3oL3XRtkP1WVbMxf7dtTdu
722,Calvin Harris,Feel So Close,206413,2012,0.707,0.924,7,-2.842,0.031,0.000972,0.00703,0.204,0.919,127.937,spotify:track:1gihuPhrLraKYrJMAEONyc
723,Adele,Someone Like You,285040,2012,0.559,0.33,9,-8.251,0.0285,0.892,0.0,0.0975,0.285,135.109,spotify:track:4kflIGfjdZJW4ot2ioixTB
724,Usher,Scream,234693,2012,0.616,0.862,7,-5.18,0.0973,0.00117,0.0,0.179,0.569,127.992,spotify:track:12eMQUn2GzfsfsQLH53M19
725,Tyga,Rack City,203200,2012,0.929,0.339,1,-10.881,0.371,0.0373,1.96e-05,0.187,0.273,98.986,spotify:track:0srwKuJPH8yBzzFUJMBQM2
726,Jessie J,Domino,231693,2012,0.757,0.547,7,-4.573,0.0355,0.0115,0.0,0.0445,0.793,126.977,spotify:track:6MAdEUilV2p9RQUqE5bMAK
727,PSY,Gangnam Style,219493,2012,0.727,0.937,11,-2.871,0.287,0.00417,0.0,0.091,0.749,132.067,spotify:track:03UrZgTINDqvnUMbbIMhql
728,Pitbull ,International Love,227280,2012,0.669,0.855,0,-3.035,0.0499,0.0124,0.0,0.335,0.648,120.045,spotify:track:62zFEHfAYl5kdHYOivj4BC
729,Phillip Phillips,Home,210173,2012,0.606,0.826,0,-6.04,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,spotify:track:4rsW3WCZBGwhHfJWuHRwyT
730,David Guetta ,Without You,208133,2012,0.608,0.614,2,-3.727,0.0285,0.227,4.06e-06,0.157,0.402,127.884,spotify:track:1tAutlhI9FwnKn7fVgmd5P
731,Gym Class Heroes ,Ass Back Home,222213,2012,0.716,0.838,10,-4.289,0.0513,0.134,0.0,0.148,0.646,130.034,spotify:track:3bfqkspKABT4pPicm6wC9F
732,Hunter Hayes,Wanted,228840,2012,0.421,0.476,0,-7.692,0.0298,0.268,0.0,0.0816,0.3,169.784,spotify:track:0p1BcEcYVO3uk4KDf3gzkY
733,Luke Bryan,Drunk On You,213547,2012,0.558,0.872,9,-4.401,0.0449,0.178,0.0,0.173,0.472,143.971,spotify:track:3b7CDTKB0SRTmQ6ytYi5vZ
734,2 Chainz ,No Lie,237827,2012,0.634,0.665,6,-5.984,0.176,0.0172,0.0,0.365,0.611,131.108,spotify:track:6j9iyrrmqWlQZ5SD1hSTaq
735,Cher Lloyd,Want U Back,214573,2012,0.694,0.891,9,-2.94,0.0949,0.0562,0.0,0.561,0.563,97.939,spotify:track:6E11E0lT5Zy7yb6iT3y8DN
736,Chris Brown,Dont Wake Me Up,222307,2012,0.602,0.691,7,-5.197,0.051,0.0548,0.0,0.144,0.206,127.967,spotify:track:18VfHIPaCo0s6FTi1Fnp6T
737,Big Sean ,Dance ,220347,2012,0.821,0.721,11,-6.807,0.292,0.0263,0.000661,0.215,0.698,79.949,spotify:track:3OVLPcUPS0HbMeAeMP0jZ4
738,Eric Church,Springsteen,263387,2012,0.692,0.809,2,-5.935,0.0255,0.1,9.77e-05,0.185,0.927,104.023,spotify:track:05ZACkzW8YbRq3eFgIfSNB
739,Karmin,Brokenhearted,227147,2012,0.765,0.765,1,-2.732,0.0585,0.00765,3.82e-06,0.0527,0.886,120.001,spotify:track:4urcG6Nfubqsuqy3juMjBi
740,Gavin DeGraw,Not Over You,218520,2012,0.63,0.894,10,-4.592,0.0544,0.255,0.0,0.181,0.364,142.051,spotify:track:6j7hih15xG2cdYwIJnQXsq
741,Gym Class Heroes ,Stereo Hearts,210960,2012,0.646,0.795,9,-3.293,0.0976,0.0319,0.0,0.267,0.796,89.99,spotify:track:0qOnSQQF0yzuPWsXrQ9paz
742,Pitbull,Back In Time,207760,2012,0.729,0.911,0,-4.5,0.045,0.00205,1.39e-06,0.295,0.74,127.087,spotify:track:3eQlGeyuSibgAGPEJugaDW
743,J. Cole,Work Out,235320,2012,0.831,0.427,2,-6.903,0.106,0.0531,0.0,0.307,0.216,93.004,spotify:track:2wAJTrFhCnQyNSD3oUgTZO
744,Adele,Rumour Has It,221427,2012,0.618,0.753,7,-5.05,0.0451,0.637,0.0,0.0905,0.557,120.041,spotify:track:76N7FdzCI9OsiUnzJVLY2m
745,Calvin Harris ,Lets Go,232800,2012,0.71,0.882,4,-2.932,0.0595,0.00777,0.00771,0.294,0.875,128.016,spotify:track:4wkQmYpAaMe41Rc3sYZ7Vz
746,Carrie Underwood,Good Girl,205560,2012,0.617,0.839,0,-2.849,0.0655,0.0286,0.0,0.19,0.741,128.91,spotify:track:20DfkHC5grnKNJCzZQB6KC
747,Little Big Town,Pontoon,212320,2012,0.721,0.819,9,-5.715,0.0269,0.413,0.0,0.196,0.867,96.02,spotify:track:2Gy3XMLbBxACZ4tXdFRGr7
748,The Lumineers,Ho Hey,163133,2012,0.685,0.466,0,-9.074,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,spotify:track:0W4Kpfp1w2xkY3PrV714B7
749,Coldplay,Paradise,278719,2012,0.449,0.585,5,-6.762,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,spotify:track:6nek1Nin9q48AVZcWs9e9D
750,Carrie Underwood,Blown Away,240133,2012,0.531,0.843,9,-2.569,0.0429,0.0909,0.0,0.0283,0.392,136.991,spotify:track:0vFMQi8ZnOM2y8cuReZTZ2
751,Adele,Rolling In The Deep,228293,2012,0.729,0.756,8,-5.119,0.0294,0.131,0.0,0.0527,0.522,104.945,spotify:track:1CkvWZme3pRgbzaxZnTl5X
752,Usher,Climax,232907,2012,0.647,0.478,8,-8.837,0.0782,0.547,2.69e-05,0.156,0.333,135.877,spotify:track:5pyVqlqThcxI7tPDjHIzPh
753,Wiz Khalifa,"Work Hard, Play Hard",219027,2012,0.787,0.666,11,-4.475,0.0485,0.0409,1.91e-05,0.296,0.485,140.008,spotify:track:1ms5tNNdPouTtcD2oVF9Oz
754,Ne-Yo,Let Me Love You ,251627,2012,0.658,0.677,5,-6.628,0.0393,0.248,0.0,0.368,0.248,124.91,spotify:track:4kte3OcW800TPvOVgrLLj8
755,Nicki Minaj,Pound The Alarm,205640,2012,0.728,0.858,9,-3.686,0.0609,0.0403,4.26e-06,0.0241,0.591,125.054,spotify:track:0LohatbcUXRauoeMlR1jnS
756,Kenny Chesney,Come Over,248427,2012,0.466,0.704,1,-7.169,0.0353,0.1,2.71e-05,0.0744,0.481,176.043,spotify:track:6BCrbWBpb8d6KWmEqZ41tr
757,Trey Songz,Heart Attack,233147,2012,0.608,0.863,11,-4.87,0.131,0.0593,0.0,0.228,0.476,150.029,spotify:track:25CA8QVJQrh5R05UUCaODM
758,Kirko Bangz,Drank In My Cup,232160,2012,0.451,0.632,8,-7.98,0.297,0.0114,0.0,0.198,0.234,132.89,spotify:track:3m8CQnnfJJp4eQMWWl3zay
759,Rihanna ,Birthday Cake,78200,2012,0.702,0.826,3,-6.498,0.0529,0.32,0.000227,0.355,0.329,80.014,spotify:track:4EfN6bixdOOgoLYR5C4cWo
760,B.o.B,So Good,213253,2012,0.66,0.9,7,-5.02,0.14,0.0403,0.0,0.219,0.591,85.51,spotify:track:28GUjBGqZVcAV4PHSYzkj2
761,Train,50 Ways To Say Goodbye,247947,2012,0.591,0.935,6,-2.664,0.0478,0.000284,0.000278,0.142,0.736,140.043,spotify:track:2NniAhAtkRACaMeYt48xlD
762,Toby Keith,Red Solo Cup,223387,2012,0.535,0.56,4,-6.586,0.0901,0.287,0.0,0.209,0.785,164.17,spotify:track:4YKAOXyqkKZ5gOZR0AmVMN
763,Selena Gomez ,Love You Like A Love Song,188453,2012,0.858,0.678,1,-3.87,0.0469,0.0761,0.0,0.0741,0.922,117.009,spotify:track:0laYHRpNTS6i8FXdupHkJ4
764,Chris Brown,Turn Up The Music,227973,2012,0.594,0.841,1,-5.792,0.102,0.000238,2.22e-06,0.156,0.643,129.925,spotify:track:1RMRkCn07y2xtBip9DzwmC
765,Kesha,Die Young,211920,2012,0.711,0.7,1,-4.805,0.046,0.00498,0.000125,0.215,0.801,128.001,spotify:track:7EQGXaVSyEDsCWKmUcfpLk
766,T-Pain ,5 OClock,281533,2012,0.4,0.882,7,-1.958,0.334,0.168,0.0,0.124,0.385,167.114,spotify:track:6j236RwzFFj4wqH2tWJNBD
767,Christina Perri,A Thousand Years,285120,2012,0.421,0.407,10,-7.445,0.0267,0.309,0.000961,0.11,0.161,139.028,spotify:track:6lanRgr6wXibZr8KgzXxBl
768,Jason Aldean,Take A Little Ride,187613,2012,0.472,0.866,2,-3.771,0.0413,0.044,0.0,0.213,0.775,163.867,spotify:track:2o5mwv7hvas1jdUg14Nihv
769,Rihanna,You Da One,200013,2012,0.702,0.715,5,-5.377,0.0425,0.503,2.44e-05,0.126,0.863,127.05,spotify:track:3Yt9lRtS5V4nbJnwcgFgvC
770,Havana Brown ,We Run The Night,228200,2012,0.697,0.861,9,-4.389,0.144,0.00482,1.83e-06,0.41,0.703,127.023,spotify:track:0mtPNQl5vePVwiI9Vykp7L
771,Imagine Dragons,Its Time,237987,2012,0.656,0.884,2,-4.748,0.0372,0.0162,0.0,0.145,0.86,105.009,spotify:track:6BtmXhTJMM9sBTHeYYASGz
772,Luke Bryan,I Dont Want This Night To End,219973,2012,0.616,0.728,9,-4.02,0.0278,0.0275,0.0,0.228,0.375,111.934,spotify:track:0cV4xwUA4ue2deqq4CZFko
773,Rihanna,Diamonds,225147,2012,0.564,0.71,11,-4.92,0.0461,0.00125,0.0,0.109,0.393,91.972,spotify:track:1z9kQ14XBSN0r2v6fx4IdG
774,Lee Brice,Hard To Love,224293,2012,0.638,0.722,9,-6.177,0.0332,0.0119,0.00808,0.189,0.469,103.017,spotify:track:6E9V9TRlVOLjenGjHemzEH
775,Kip Moore,Somethin Bout A Truck,213827,2012,0.557,0.812,11,-5.434,0.0338,0.0662,0.0,0.618,0.788,175.953,spotify:track:6Ymvlzom4TQeoKqAWsZRD8
776,Miguel,Adorn,193147,2012,0.625,0.576,11,-5.693,0.175,0.0543,4.07e-05,0.187,0.235,179.063,spotify:track:25cUhiAod71TIQSNicOaW3
777,Jason Aldean,Fly Over States,218200,2012,0.487,0.736,7,-3.269,0.0326,0.069,0.0,0.114,0.184,81.587,spotify:track:17X2tSzibD9n9QRjdExcWT
778,Eli Young Band,Even If It Breaks Your Heart,220520,2012,0.495,0.527,0,-4.742,0.0351,0.000159,0.0163,0.1,0.574,208.067,spotify:track:0Nu9WA8kEbBWEsay2s8Q0U
779,Linkin Park,Burn It Down,230253,2012,0.585,0.972,9,-4.45,0.0534,0.0143,0.0,0.0707,0.585,110.006,spotify:track:7oVEtyuv9NBmnytsCIsY5I
780,Macklemore ,Thrift Shop,235613,2013,0.781,0.526,6,-6.985,0.293,0.0619,0.0,0.0457,0.662,94.992,spotify:track:4YMqbFcDIFiCBd02PzUBcM
781,Robin Thicke ,Blurred Lines,263827,2013,0.853,0.599,7,-4.756,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,spotify:track:0n4bITAu0Y0nigrz3MFJMb
782,Imagine Dragons,Radioactive,186813,2013,0.448,0.784,9,-3.686,0.0627,0.106,0.000108,0.668,0.236,136.245,spotify:track:4G8gkOterJn0Ywt6uhqbhp
783,Baauer,Harlem Shake,196664,2013,0.452,0.794,0,-5.151,0.0483,0.0111,0.00182,0.416,0.282,137.825,spotify:track:01XFgRZfZI7oBagNf1Loml
784,Macklemore ,Cant Hold Us,258343,2013,0.641,0.922,2,-4.457,0.0786,0.0291,0.0,0.0862,0.847,146.078,spotify:track:3bidbhpOYeV4knp8AIu8Xn
785,Justin Timberlake,Mirrors,484147,2013,0.574,0.512,5,-6.664,0.0503,0.234,0.0,0.0946,0.512,76.899,spotify:track:4rHZZAmHpZrA3iH5zx8frV
786,P!nk ,Just Give Me A Reason,242733,2013,0.778,0.547,2,-7.273,0.0489,0.346,0.000302,0.132,0.441,95.002,spotify:track:1mKXFLRA179hdOWQBwUk9e
787,Bruno Mars,When I Was Your Man,213827,2013,0.612,0.28,0,-8.648,0.0434,0.932,0.0,0.088,0.387,72.795,spotify:track:0nJW01T7XtvILxQgC5J7Wh
788,Florida Georgia Line ,Cruise,208960,2013,0.457,0.948,10,-3.364,0.0354,0.0191,0.0,0.0536,0.878,148.0,spotify:track:0i5el041vd6nxrGEU8QRxy
789,Katy Perry,Roar,223546,2013,0.554,0.772,7,-4.821,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,spotify:track:6F5c58TMEs1byxUstkzVeM
790,Bruno Mars,Locked Out Of Heaven,233478,2013,0.726,0.698,5,-4.165,0.0431,0.049,0.0,0.309,0.867,143.994,spotify:track:3w3y8KPTfNeOKPiqUTakBh
791,The Lumineers,Ho Hey,163133,2013,0.685,0.466,0,-9.074,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,spotify:track:0W4Kpfp1w2xkY3PrV714B7
792,Rihanna ,Stay,240707,2013,0.621,0.31,9,-10.164,0.0283,0.945,6.12e-05,0.117,0.125,111.893,spotify:track:1dEy9Pl81QopSxNsPxXQxv
793,Daft Punk ,Get Lucky,248413,2013,0.794,0.811,6,-8.966,0.038,0.0426,1.07e-06,0.101,0.862,116.047,spotify:track:2Foc5Q5nqNiosCNqttzHof
794,Lorde,Royals,190185,2013,0.674,0.428,7,-9.504,0.122,0.121,0.0,0.132,0.337,84.878,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3
795,Taylor Swift,I Knew You Were Trouble.,217973,2013,0.622,0.469,3,-6.798,0.0363,0.00454,2.25e-06,0.0398,0.679,77.019,spotify:track:72jCZdH0Lhg93z6Z4hBjgj
796,Miley Cyrus,We Cant Stop,231240,2013,0.613,0.622,1,-5.794,0.0334,0.00882,0.0,0.37,0.484,80.003,spotify:track:2y4lAQpi5VTNLu2ldeTdUH
797,Miley Cyrus,Wrecking Ball,221360,2013,0.53,0.422,5,-6.262,0.0342,0.407,0.0,0.107,0.349,119.964,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE
798,Avicii,Wake Me Up!,247427,2013,0.532,0.783,2,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08,spotify:track:4h8VwCb1MTGoLKueQ1WgbD
799,Justin Timberlake ,Suit & Tie,326280,2013,0.795,0.596,11,-3.799,0.219,0.103,0.0,0.164,0.357,101.985,spotify:track:6vt0I1cw1YmAIKDJvHVIM5
800,Anna Kendrick,Cups ,128013,2013,0.878,0.455,0,-8.845,0.077,0.0462,0.00484,0.0353,0.79,129.953,spotify:track:6mH3qVIeOsnQIAho5eWwhH
801,will.i.am ,Scream & Shout,283400,2013,0.772,0.685,5,-6.849,0.0696,0.019,8.96e-05,0.131,0.501,130.033,spotify:track:2iJuuzV8P9Yz0VSurttIV5
802,Zedd ,Clarity,271427,2013,0.509,0.781,8,-3.48,0.072,0.0398,0.0,0.0749,0.176,128.0,spotify:track:60wwxj6Dd9NJlirf84wr2c
803,AWOLNATION,Sail,259102,2013,0.825,0.435,1,-9.582,0.0568,0.452,0.609,0.0953,0.243,119.038,spotify:track:5xhQChGGhKLWqBqX4XhtYE
804,Swedish House Mafia ,Dont You Worry Child,212862,2013,0.612,0.84,11,-3.145,0.0509,0.112,0.0,0.116,0.438,129.042,spotify:track:2V65y3PX4DkRhy1djlxd9p
805,Rihanna,Diamonds,225147,2013,0.564,0.71,11,-4.92,0.0461,0.00125,0.0,0.109,0.393,91.972,spotify:track:1z9kQ14XBSN0r2v6fx4IdG
806,Icona Pop ,I Love It,157153,2013,0.711,0.906,8,-2.671,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,spotify:track:6HZ9VeI5IRFCNQLXhpF4bq
807,Capital Cities,Safe And Sound,192790,2013,0.655,0.819,0,-4.852,0.0316,0.000176,0.00374,0.104,0.766,117.956,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb
808,Bruno Mars,Treasure,178560,2013,0.874,0.692,5,-5.28,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,spotify:track:55h7vJchibLdUkxdlX3fK7
809,Ariana Grande ,The Way,227027,2013,0.645,0.877,5,-3.208,0.113,0.294,0.0,0.0759,0.861,82.324,spotify:track:06EL94D0TA27Ik0Ke5usbj
810,Drake,Started From The Bottom,174133,2013,0.794,0.522,8,-7.829,0.159,0.0328,0.0,0.156,0.567,86.318,spotify:track:5DI9jxTHrEiFAhStG7VA8E
811,Selena Gomez,Come & Get It,231987,2013,0.546,0.787,7,-4.1,0.0517,0.0101,0.00021,0.0809,0.573,79.979,spotify:track:6LoQHIo74tOzQ8EsLEkhgF
812,Drake ,"Hold On, Were Going Home",227880,2013,0.776,0.413,6,-7.438,0.0952,0.00415,2.68e-05,0.0724,0.287,100.003,spotify:track:2aSC2xhRxOLiiZZVjhbylH
813,Maroon 5,Daylight,225307,2013,0.657,0.679,2,-5.511,0.0269,0.00246,0.0,0.211,0.331,120.007,spotify:track:6TwfdLbaxTKzQi3AgsZNzx
814,Pitbull ,Feel This Moment,229507,2013,0.673,0.758,7,-3.632,0.158,0.039,0.0,0.341,0.542,135.956,spotify:track:0Hf4aIJpsN4Os2f0y0VqWl
815,Lady Gaga,Applause,212333,2013,0.669,0.78,7,-4.287,0.053,0.0265,1.63e-06,0.143,0.738,139.945,spotify:track:5ka2ajep9OAvU5Sgduhiex
816,Maroon 5,One More Night,219467,2013,0.718,0.82,5,-3.453,0.0323,0.0444,0.0,0.0846,0.613,92.998,spotify:track:4XNrMwGx1SqP01sqkGTDmo
817,Lil Wayne ,Love Me,253440,2013,0.674,0.608,8,-6.628,0.0334,0.0119,0.0,0.103,0.464,124.952,spotify:track:7tGlzXJv6GD5e5qlu5YmDg
818,Fall Out Boy,My Songs Know What You Did In The Dark ,186827,2013,0.558,0.924,9,-4.341,0.064,0.0271,3.32e-06,0.537,0.567,151.99,spotify:track:7s0lDK7y3XLmI7tcsRAbW0
819,Justin Bieber ,Beauty And A Beat,227987,2013,0.601,0.843,0,-4.87,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002,spotify:track:190jyVPHYjAqEaOGmMzdyk
820,Macklemore ,Same Love,318525,2013,0.688,0.473,8,-9.059,0.167,0.716,4.46e-05,0.104,0.299,84.958,spotify:track:01uqI4H13Gsd8Lyl1EYd8H
821,Calvin Harris ,Sweet Nothing,212560,2013,0.573,0.929,8,-3.942,0.109,0.197,0.000112,0.0567,0.582,127.934,spotify:track:24LS4lQShWyixJ0ZrJXfJ5
822,Lana Del Rey ,Summertime Sadness,265427,2013,0.565,0.654,1,-6.826,0.0335,0.0542,1.8e-06,0.122,0.235,111.968,spotify:track:2dBwB667LHQkLhdYlwLUZK
823,Phillip Phillips,Home,210173,2013,0.606,0.826,0,-6.04,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,spotify:track:4rsW3WCZBGwhHfJWuHRwyT
824,Imagine Dragons,Its Time,237987,2013,0.656,0.884,2,-4.748,0.0372,0.0162,0.0,0.145,0.86,105.009,spotify:track:6BtmXhTJMM9sBTHeYYASGz
825,J. Cole ,Power Trip,241160,2013,0.667,0.61,1,-7.054,0.217,0.322,0.000203,0.426,0.465,99.991,spotify:track:7FOJvA3PxiIU0DN3JjQ7jT
826,Alicia Keys ,Girl On Fire,224920,2013,0.482,0.706,9,-5.762,0.0609,0.135,0.00106,0.105,0.144,92.494,spotify:track:4esOae7i4rqTbAu9o5Pxco
827,Demi Lovato,Heart Attack,210840,2013,0.504,0.785,8,-4.802,0.104,0.0738,0.0,0.239,0.502,173.968,spotify:track:1V6gIisPpYqgFeWbMLI0bA
828,Maroon 5,Love Somebody,229813,2013,0.675,0.792,1,-6.303,0.0368,0.145,0.0,0.12,0.395,120.016,spotify:track:0HnaqUxvHP5LaWdmWwJpiS
829,Mumford ,I Will Wait,276720,2013,0.48,0.756,1,-5.399,0.0333,0.00993,0.00704,0.312,0.447,131.127,spotify:track:0hm8rgOY17z7kQJlqGKbu7
830,P!nk,Try,247907,2013,0.673,0.629,2,-7.072,0.0299,0.00141,0.0,0.0944,0.551,103.998,spotify:track:1jF7IL57ayN4Ity3jQqGu0
831,Darius Rucker,Wagon Wheel,298373,2013,0.537,0.66,9,-7.174,0.0296,0.455,0.0,0.135,0.574,148.096,spotify:track:3xdjjKMcMOFgo1eQrfbogM
832,PSY,Gangnam Style,219493,2013,0.727,0.937,11,-2.871,0.287,0.00417,0.0,0.091,0.749,132.067,spotify:track:03UrZgTINDqvnUMbbIMhql
833,Calvin Harris ,I Need Your Love,234507,2013,0.695,0.869,8,-5.066,0.0483,0.41,0.0,0.237,0.58,124.989,spotify:track:05SBRd4fXgn8FX7bf8BCAE
834,Kesha,Die Young,211920,2013,0.711,0.7,1,-4.805,0.046,0.00498,0.000125,0.215,0.801,128.001,spotify:track:7EQGXaVSyEDsCWKmUcfpLk
835,fun.,Some Nights,277040,2013,0.672,0.738,0,-7.045,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,spotify:track:6t6oULCRS6hnI7rm0h5gwl
836,Wale ,Bad,238827,2013,0.807,0.702,6,-6.594,0.0748,0.307,0.0,0.111,0.447,114.038,spotify:track:5yhKaacMZGRo4s6evJx9vk
837,Blake Shelton ,Boys round Here,288760,2013,0.611,0.688,2,-6.369,0.0529,0.251,2.35e-06,0.248,0.649,169.895,spotify:track:39FwE8edwuyiaa4PrGBkP7
