,Artist,Song,Duration(ms),Year,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri
150,Cherish ,Do It To It,226293,2006,0.826,0.67,2,-5.559,0.169,0.00798,0.0,0.495,0.794,74.007,spotify:track:6MBEjJlXQYXr8dfxDvZuoA
151,KT Tunstall,Black Horse & The Cherry Tree,172373,2006,0.748,0.786,4,-7.788,0.0641,0.328,0.0,0.34,0.917,104.833,spotify:track:0qAMjeQFyd1qD0LDiV8gWp
152,Juelz Santana,There It Go! ,180493,2006,0.942,0.892,6,-6.363,0.196,0.023,0.000897,0.264,0.595,100.007,spotify:track:50UkypyQJbSQLaXHke5Yep
153,Young Dro ,Shoulder Lean,258680,2006,0.7,0.518,4,-7.191,0.177,0.0471,0.0,0.1,0.542,75.973,spotify:track:2OqYarizUUGzSSNHPrDEii
154,Jamie Foxx ,Unpredictable,219867,2006,0.734,0.599,9,-8.462,0.197,0.206,0.0,0.0555,0.772,145.185,spotify:track:3UNrtRxBBlWE70SjxnOo02
155,Justin Timberlake ,My Love,276160,2006,0.772,0.68,11,-5.881,0.224,0.277,1.17e-05,0.682,0.807,119.953,spotify:track:4NeOWqHmlrGRuBvsLJC9rL
156,Eminem ,Shake That,274440,2006,0.963,0.643,1,-5.785,0.117,0.0507,4.94e-05,0.157,0.534,107.005,spotify:track:0fGh0trRN1xz3s41r7V5ce
157,Chingy ,Pullin Me Back,234133,2006,0.786,0.511,7,-6.66,0.286,0.0825,0.0,0.12,0.587,80.0,spotify:track:5hF2LnbkpnXCkksMSeWcxZ
158,Kelis ,Bossy,274947,2006,0.906,0.624,4,-5.556,0.179,0.000185,6.21e-06,0.0608,0.775,84.009,spotify:track:0Eu5SrReZzaJX0NLKI8tQS
159,Jibbs,Chain Hang Low,207587,2006,0.792,0.589,4,-6.869,0.262,0.0259,0.000128,0.114,0.778,157.147,spotify:track:0tYPj0NYa7vjlJaqlRSnJb
160,Akon ,Smack That,212360,2006,0.939,0.742,5,-5.171,0.0467,0.321,0.0,0.107,0.924,118.978,spotify:track:2kQuhkFX7uSVepCD3h29g5
161,Ray J,One Wish,337640,2006,0.525,0.652,5,-7.042,0.28,0.278,0.0,0.339,0.602,127.673,spotify:track:5qrzhg9Fmu8Amg2uMhHfe5
162,Fall Out Boy,"Sugar, Were Goin Down",229093,2006,0.494,0.841,7,-4.784,0.0838,0.00579,0.0,0.122,0.567,162.013,spotify:track:2TfSHkHiFO4gRztVIkggkE
163,Chris Brown ,Gimme That,186827,2006,0.678,0.572,11,-7.033,0.0466,0.00374,6.59e-05,0.118,0.444,87.165,spotify:track:53ETzLQQKFCzykRbqWb1ph
164,Yung Joc ,I Know You See It,241307,2006,0.744,0.368,1,-6.349,0.0524,0.0702,0.0,0.192,0.391,84.018,spotify:track:6giYNaycmjkbf7UmZ6RGtL
165,Bon Jovi,Who Says You Cant Go Home,230280,2006,0.537,0.885,7,-3.641,0.0343,0.0437,0.0,0.274,0.802,131.698,spotify:track:5439qJTu5mVH9aeriwp03u
166,JoJo,Too Little Too Late,223533,2006,0.394,0.821,6,-4.304,0.0404,0.00302,0.019,0.186,0.509,82.764,spotify:track:3hc7PLcmuZbJGPjhIore1i
167,Busta Rhymes,Touch It,240147,2006,0.641,0.615,1,-7.475,0.389,0.0367,0.0,0.105,0.411,68.938,spotify:track:7HiUa9Gkk3QddHWT4jKiXd
168,Daddy Yankee,Rompe,204520,2006,0.685,0.859,5,-2.595,0.0553,0.116,0.0,0.317,0.891,176.018,spotify:track:2Q85xwXagilpHKTfdrbC7M
169,Beyonce ,Deja Vu,289790,2006,0.771,0.684,6,-8.742,0.141,0.00534,2.66e-06,0.7,0.154,105.968,spotify:track:7Id9WVdUZXIK1jchXxvRH3
170,Rascal Flatts,Life Is A Highway,276320,2006,0.58,0.953,5,-3.856,0.0614,0.00261,0.0,0.218,0.673,103.041,spotify:track:2Fs18NaCDuluPG1DHGw1XG
171,Evanescence,Call Me When Youre Sober,214707,2006,0.45,0.883,7,-4.094,0.0524,0.00193,0.0,0.293,0.328,93.41,spotify:track:663Karu2rvKLdnY0eo1n3M
172,Carrie Underwood,"Jesus, Take The Wheel",226493,2006,0.359,0.518,2,-3.537,0.0302,0.665,0.0,0.106,0.135,76.572,spotify:track:3lec3CzDPAxsZokPph5w87
173,Danity Kane,Show Stopper,229240,2006,0.755,0.408,5,-10.33,0.187,0.0133,0.0,0.33,0.465,76.034,spotify:track:5FRIqUXfTazrtRmYEGO4G0
174,Ciara ,Get Up,263373,2006,0.941,0.631,1,-5.998,0.114,0.0366,1.8e-06,0.0311,0.63,128.597,spotify:track:4PrquuUN34hswtM71OMvxS
175,Sean Paul,We Be Burnin,213066,2006,0.95,0.803,1,-4.195,0.151,0.145,0.0,0.0748,0.86,117.0,spotify:track:4kOTDj4SiZPkW1p96WMDNv
176,Blue October,Hate Me,380200,2006,0.449,0.691,4,-5.65,0.0349,0.477,0.0,0.0966,0.201,93.267,spotify:track:1tL40tfdtUaSLek4DvDDr3
177,Lifehouse,You And Me,195493,2006,0.459,0.427,7,-7.734,0.0267,0.114,0.0,0.168,0.354,139.902,spotify:track:0815caqt2Lytro5EIzMufT
178,The Pussycat Dolls ,Beep,229360,2006,0.935,0.745,7,-6.391,0.0431,0.00914,0.0,0.116,0.518,103.691,spotify:track:5TXNLJ2EENAt3Tf9MX4kT2
179,Dem Franchize Boyz ,I Think They Like Me,282093,2006,0.781,0.625,7,-9.139,0.373,0.00447,0.0,0.185,0.679,83.024,spotify:track:5a4AQWs84xeEyYUd1iC2Pn
180,Chris Brown,Say Goodbye,289760,2006,0.8,0.502,1,-6.062,0.0371,0.00167,0.0,0.0784,0.388,115.091,spotify:track:5F7IJrXD6Fa3EmqoYE0gU4
181,John Mayer,Waiting On The World To Change,201173,2006,0.577,0.756,2,-5.82,0.115,0.159,0.000232,0.249,0.663,176.75,spotify:track:5imShWWzwqfAJ9gXFpGAQh
182,The Black Eyed Peas,Pump It,213067,2006,0.649,0.931,1,-3.15,0.181,0.0093,0.0,0.751,0.744,153.645,spotify:track:6btyEL6NwUa97Nex9cZFvo
183,Eminem,When Im Gone,281133,2006,0.619,0.746,10,-5.479,0.36,0.0537,0.0,0.295,0.757,149.944,spotify:track:42YNobZ4HN3tRVEA47wLT6
184,Madonna,Hung Up,337733,2006,0.649,0.647,9,-7.695,0.0452,0.0039,0.161,0.0686,0.405,125.02,spotify:track:3850dYVgOFIXJh5U4BFEWH
185,Three 6 Mafia ,Stay Fly,236600,2006,0.789,0.881,11,-5.758,0.0331,0.108,0.0,0.355,0.647,133.301,spotify:track:5MYFw4T2gy52pOGBN4EYHS
186,Keyshia Cole,Love,255333,2006,0.688,0.519,5,-4.285,0.0283,0.064,0.0,0.1,0.318,116.714,spotify:track:0W4NhJhcqKCqEP2GIpDCDq
187,Ne-Yo,When Youre Mad,222000,2006,0.66,0.548,6,-7.127,0.215,0.364,0.0,0.108,0.436,86.947,spotify:track:5FXOEdfNW7nYQrBWtW49Cl
188,T.I.,Why You Wanna,215000,2006,0.802,0.772,1,-4.893,0.192,0.358,0.0,0.0603,0.654,96.046,spotify:track:1g0oI97rPdYuWDIpkbtQdv
189,P!nk,Stupid Girls,197173,2006,0.689,0.886,4,-5.045,0.0639,0.000739,0.00187,0.0524,0.568,100.029,spotify:track:5oxGaQRd6cLnEcxxbw0soP
190,Gorillaz,Feel Good Inc,222640,2006,0.818,0.705,6,-6.679,0.177,0.00836,0.00233,0.613,0.772,138.559,spotify:track:0d28khcov6AiegSCpG5TuT
191,T-Pain,Im Sprung,230713,2006,0.722,0.329,0,-11.617,0.108,0.088,0.0,0.081,0.166,99.991,spotify:track:0F7rEdewJ6cSLylOZZpDu7
192,Taylor Hicks,Do I Make You Proud,248693,2006,0.463,0.524,1,-8.207,0.0316,0.026,0.0,0.102,0.308,144.055,spotify:track:2jv9Ppwz9u3lqWfXV0q2sW
193,Teddy Geiger,For You I Will ,228880,2006,0.315,0.751,1,-5.74,0.0517,0.0041,0.0,0.0984,0.272,119.566,spotify:track:2ijMU9lYFCvGBzgwJ8Sd8q
194,Beyonce,Irreplaceable,227853,2007,0.447,0.694,7,-4.637,0.382,0.0293,5.46e-06,0.167,0.509,175.868,spotify:track:6RX5iL93VZ5fKmyvNXvF1r
195,Rihanna ,Umbrella,275987,2007,0.583,0.829,1,-4.603,0.134,0.00864,0.0,0.0426,0.575,174.028,spotify:track:49FYlytm3dAAraYgpoJZux
196,Gwen Stefani ,The Sweet Escape,246467,2007,0.755,0.765,1,-3.475,0.0356,0.218,0.0,0.162,0.737,119.954,spotify:track:66ZcOcouenzZEnzTJvoFmH
197,Fergie,Big Girls Dont Cry,268120,2007,0.708,0.641,7,-4.296,0.0336,0.205,0.0,0.0945,0.253,113.082,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM
198,T-Pain ,Buy U A Drank ,227960,2007,0.451,0.55,1,-8.137,0.262,0.0108,0.0,0.0737,0.594,80.001,spotify:track:2aIdVb8v9KTpEZnftkz2mD
199,Carrie Underwood,Before He Cheats,199947,2007,0.519,0.749,6,-3.318,0.0405,0.271,0.0,0.119,0.29,147.905,spotify:track:0ZUo4YjG4saFnEJhdWp9Bt
200,Plain White Ts,Hey There Delilah,232533,2007,0.657,0.291,2,-10.572,0.0293,0.872,0.0,0.114,0.298,103.973,spotify:track:4RCWB3V8V0dignt99LZ8vH
201,Akon ,I Wanna Love You,247067,2007,0.866,0.454,0,-9.383,0.0414,0.0373,1.49e-06,0.275,0.368,99.985,spotify:track:4xAk8Lw82G3YoVSOdVAsBx
202,Nelly Furtado,Say It Right,223080,2007,0.871,0.869,1,-6.308,0.139,0.0409,0.00111,0.053,0.834,116.951,spotify:track:5AtFypwxB2ShXSxNj12dEd
203,Fergie ,Glamorous,246573,2007,0.81,0.755,0,-6.408,0.201,0.288,0.0,0.0857,0.623,130.99,spotify:track:4KTtYhxFtFL7mBwnjkKfLm
204,Akon,Dont Matter,293053,2007,0.798,0.443,2,-6.062,0.0403,0.244,0.0,0.326,0.354,125.232,spotify:track:7I6DceMT3utDOHjcYCbrr4
205,Avril Lavigne,Girlfriend,216600,2007,0.56,0.959,7,-2.433,0.102,0.000738,0.000206,0.209,0.67,163.983,spotify:track:45hOioMDJktr86iKDHC8gr
206,Maroon 5,Makes Me Wonder,211080,2007,0.803,0.851,7,-2.429,0.0357,0.00485,0.000358,0.0577,0.881,113.996,spotify:track:1lHXlGlve5Zx8tXLhyjDwM
207,Shop Boyz,Party Like A Rockstar,253400,2007,0.619,0.709,7,-4.633,0.0395,0.00558,0.0,0.507,0.68,144.972,spotify:track:1IYaMVfidzSfvCUZYXhsU1
208,Akon ,Smack That,212360,2007,0.939,0.742,5,-5.171,0.0467,0.321,0.0,0.107,0.924,118.978,spotify:track:2kQuhkFX7uSVepCD3h29g5
209,Mims,This Is Why Im Hot,253707,2007,0.621,0.6,8,-6.349,0.576,0.277,0.0,0.495,0.485,80.021,spotify:track:0AA6zq5ArZ1sSH7VIMi4NK
210,Daughtry,Its Not Over,214831,2007,0.428,0.919,10,-3.245,0.0618,0.0503,0.0,0.245,0.294,145.927,spotify:track:234RqTZmnDTnxWlVciXHLD
211,Timbaland ,The Way I Are,179120,2007,0.731,0.807,3,-6.492,0.1,0.181,0.751,0.319,0.765,114.759,spotify:track:2bLqfJjuC5syrsgDsZfGmn
212,Fergie,Fergalicious,292373,2007,0.906,0.584,8,-7.72,0.316,0.0576,0.0,0.128,0.831,129.055,spotify:track:1D066zixBwqFYqBhKgdPzp
213,Timbaland ,Give It To Me,234027,2007,0.975,0.711,8,-3.904,0.0632,0.168,0.000552,0.0799,0.815,110.621,spotify:track:0wbDgMuAoy7O7pL3a69uZx
214,Justin Timberlake,What Goes Around...Comes Around,448573,2007,0.687,0.723,7,-4.751,0.0709,0.122,0.00102,0.573,0.432,76.0,spotify:track:3pD0f7hSJg2XdQ6udw5Tey
215,Gym Class Heroes ,Cupids Chokehold/Breakfast In America,243773,2007,0.72,0.744,1,-6.938,0.12,0.237,0.0,0.255,0.619,78.953,spotify:track:2Lhdl74nwwVGOE2Gv35QuK
216,The Fray,How To Save A Life,262533,2007,0.64,0.743,10,-4.08,0.0379,0.269,0.0,0.101,0.361,122.035,spotify:track:5fVZC9GiM4e8vu99W0Xf6J
217,Daughtry,Home,255652,2007,0.443,0.853,6,-3.885,0.0361,0.00217,1.77e-06,0.198,0.338,143.986,spotify:track:2mobr1UlKjhxDTOVqng3jw
218,Justin Timberlake ,My Love,276160,2007,0.772,0.68,11,-5.881,0.224,0.277,1.17e-05,0.682,0.807,119.953,spotify:track:4NeOWqHmlrGRuBvsLJC9rL
219,Kanye West,Stronger,311867,2007,0.617,0.717,10,-7.858,0.153,0.00564,0.0,0.408,0.49,103.992,spotify:track:4fzsfWzRhPawzqhX8Qt9F3
220,Jim Jones,We Fly High,236080,2007,0.685,0.8,1,-6.564,0.298,0.0847,0.0,0.092,0.483,120.226,spotify:track:5rXkgeY6rpcHcsolCpXZHR
221,P!nk,U + Ur Hand,214387,2007,0.709,0.89,0,-3.689,0.0531,0.00144,0.0,0.034,0.885,141.042,spotify:track:7klL6qvAu4ZzthaUzLvtIN
222,Unk,Walk It Out,173040,2007,0.794,0.777,1,-3.696,0.0813,0.0982,0.0,0.202,0.706,160.022,spotify:track:6lSylu4qTmLBGQB1zp5oCi
223,Sean Kingston,Beautiful Girls,225373,2007,0.762,0.661,1,-6.075,0.0687,0.15,0.0,0.256,0.769,130.009,spotify:track:1hGy2eLcmC8eKx7qr1tOqx
224,Fall Out Boy,"This Aint A Scene, Its An Arms Race",212040,2007,0.435,0.887,9,-4.07,0.0636,0.000747,0.0,0.0327,0.408,199.935,spotify:track:1oagRT7LfpVlNJN6FSZDGp
225,T-Pain ,Bartender,238800,2007,0.675,0.394,8,-8.539,0.133,0.0611,0.0,0.214,0.405,104.987,spotify:track:5kxddRG1RZaZROadk7iC4D
226,Huey,"Pop, Lock & Drop It",261027,2007,0.723,0.644,11,-6.863,0.222,0.00308,0.0,0.352,0.645,144.09,spotify:track:6DbqCKweKwVkHgRv1CI53D
227,Ludacris ,Runaway Love,280680,2007,0.405,0.721,1,-6.97,0.284,0.329,0.0,0.252,0.816,92.855,spotify:track:3QnEp4rluCxUwgpXT43jmC
228,Nickelback,Rockstar,252040,2007,0.616,0.91,0,-3.004,0.0386,0.0459,0.0,0.343,0.693,144.073,spotify:track:6n9yCXvLhnYMgJIiIcMu7D
229,Fall Out Boy,Thnks Fr Th Mmrs,203507,2007,0.459,0.891,10,-5.057,0.0623,0.00511,0.0,0.106,0.588,154.837,spotify:track:3Zwu2K0Qa5sT6teCCHPShP
230,Linkin Park,What Ive Done,205613,2007,0.623,0.93,5,-5.285,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,spotify:track:18lR4BzEs7e3qzc0KVkTpU
231,Justin Timberlake,Summer Love,252973,2007,0.606,0.591,0,-7.228,0.087,0.0756,0.0,0.328,0.477,95.802,spotify:track:1MBM7CyZbwJpVbbZJnHHRg
232,Lloyd ,You,273133,2007,0.412,0.876,5,-6.008,0.47,0.102,0.0,0.297,0.703,130.159,spotify:track:5Y77SQxEr1eiofPeUTPHxM
233,Elliott Yamin,Wait For You,261320,2007,0.764,0.487,0,-6.734,0.0281,0.25,0.0,0.184,0.352,116.027,spotify:track:0U969xYNlAyfzi8P1TaO7u
234,Diddy ,Last Night,388226,2007,0.888,0.833,3,-4.381,0.0912,0.256,0.00159,0.485,0.962,121.002,spotify:track:5gfPJ45gpn3ThswDyeW0Qc
235,Fat Joe ,Make It Rain,247413,2007,0.744,0.697,11,-5.063,0.197,0.0106,0.0,0.0842,0.767,149.28,spotify:track:1Ji8DhJGIQuV9kBiTgcChh
236,Fabolous ,Make Me Better,253573,2007,0.607,0.599,11,-6.886,0.0995,0.33,0.0,0.199,0.562,86.491,spotify:track:0YkJU6TjjwzsVXUPRIO0DB
237,Omarion,Ice Box,256427,2007,0.775,0.731,8,-5.446,0.134,0.189,0.0,0.129,0.821,131.105,spotify:track:5qhlC4Rzals34zxovrPzKp
238,Hinder,Lips Of An Angel,261853,2007,0.476,0.736,2,-5.38,0.0343,0.0217,1.08e-06,0.203,0.251,129.084,spotify:track:40LQiUUUKXVGyNs09lHVjW
239,John Mayer,Waiting On The World To Change,201173,2007,0.577,0.756,2,-5.82,0.115,0.159,0.000232,0.249,0.663,176.75,spotify:track:5imShWWzwqfAJ9gXFpGAQh
240,Robin Thicke,Lost Without U,254147,2007,0.664,0.351,0,-12.136,0.118,0.226,2.38e-06,0.106,0.816,113.204,spotify:track:4V2F0DZrAXOWq9hkwMMG3x
241,Nickelback,If Everyone Cared,215106,2007,0.522,0.874,6,-4.392,0.0362,0.000273,0.00579,0.261,0.196,132.018,spotify:track:44w63XqGr3sATAzOnOySgF
242,Lloyd,Get It Shawty,209533,2007,0.822,0.905,5,-4.032,0.241,0.123,0.0,0.0496,0.674,128.014,spotify:track:2a03afRiyAbNAleOByVju4
243,The Red Jumpsuit Apparatus,Face Down,192000,2007,0.545,0.932,7,-2.189,0.0399,0.000665,0.0,0.127,0.465,92.956,spotify:track:4wzjNqjKAKDU82e8uMhzmr
244,Baby Boy Da Prince ,The Way I Live,324907,2007,0.88,0.438,0,-7.562,0.248,0.0147,0.0,0.0907,0.714,90.02,spotify:track:68Zq7PMcPIQE8ol1x3gAqw
245,Bow Wow ,Shortie Like Mine,268067,2007,0.758,0.642,7,-8.128,0.221,0.0745,0.0,0.191,0.701,142.078,spotify:track:6oUGAx0vkBcnGzYkvw0ZsA
246,The All-American Rejects,It Ends Tonight,244827,2007,0.454,0.636,0,-4.731,0.0273,0.00228,0.0,0.154,0.313,87.89,spotify:track:1FMHNVeJ9s1x1l1WlaRs2I
247,Hurricane Chris,A Bay Bay,257120,2007,0.577,0.668,6,-4.884,0.514,0.105,0.0,0.0924,0.702,60.709,spotify:track:6MnFB3qurhmGs1xdjrz5Bg
248,Ne-Yo,Because Of You,266840,2007,0.81,0.538,0,-5.784,0.0356,0.528,0.0,0.0951,0.828,109.97,spotify:track:6CFPFnS9EcLs2I0nWqtWci
249,Bone Thugs-N-Harmony ,I Tried,287480,2007,0.727,0.71,4,-6.142,0.0742,0.0104,0.0,0.107,0.378,81.995,spotify:track:2elA6JLRaQ6iB7hxiuTKN4
250,My Chemical Romance,Welcome To The Black Parade,311107,2007,0.217,0.905,2,-4.103,0.0752,0.000289,0.00011,0.222,0.236,96.95,spotify:track:5wQnmLuC1W7ATsArWACrgW
251,Plies ,Shawty,255413,2007,0.444,0.708,4,-5.926,0.126,0.0419,0.0,0.0775,0.26,105.412,spotify:track:0mYoKqA23wUUj7BTEgNzjg
252,Snow Patrol,Chasing Cars,267933,2007,0.563,0.592,9,-4.571,0.0276,0.209,5.08e-05,0.132,0.136,104.016,spotify:track:11bD1JtSjlIgKgZG2134DZ
253,Beyonce ,Beautiful Liar,199853,2007,0.764,0.751,8,-3.74,0.0703,0.00554,0.000237,0.164,0.418,91.977,spotify:track:2HWWNoWEEEECwZhAiLg7ib
254,Justin Timberlake,SexyBack,242733,2007,0.967,0.583,7,-5.562,0.0789,0.0584,0.0,0.0519,0.964,117.0,spotify:track:0O45fw2L5vsWpdsOdXwNAR
255,Avril Lavigne,Keep Holding On,239907,2007,0.274,0.786,7,-2.354,0.0333,0.0374,0.0,0.143,0.146,161.061,spotify:track:4UPcXTh26ilb7owtuyHqNI
256,Keyshia Cole ,Let It Go,238333,2007,0.806,0.721,10,-5.167,0.215,0.197,0.0,0.209,0.781,94.967,spotify:track:2RqZFOLOnzVmHUX7ZMcaES
257,Timbaland ,Apologize,184400,2007,0.653,0.604,8,-6.017,0.0278,0.0292,0.0,0.097,0.101,118.016,spotify:track:6ucR4KfvsBFWCMVFDvyKKl
258,Colbie Caillat,Bubbly,196280,2007,0.697,0.474,9,-6.663,0.0351,0.603,0.0,0.11,0.249,127.907,spotify:track:0rFOs9paloAvEtzwDX1Kmc
259,Ciara,Like A Boy,237053,2007,0.701,0.724,0,-5.751,0.145,0.267,0.0,0.0867,0.425,132.035,spotify:track:358bOvBiZCS9fRzNYosw6c
260,P!nk,Who Knew,208493,2007,0.688,0.733,9,-4.569,0.0274,0.00462,0.0,0.0756,0.459,140.004,spotify:track:7uYl7xgDeAOHP98obvrJvB
261,Kelly Clarkson,Never Again,217293,2007,0.514,0.91,7,-2.978,0.0714,0.00168,0.00187,0.224,0.472,145.907,spotify:track:24y3tSyLdRbpVsKhQrR2oj
262,Ciara,Promise,267413,2007,0.697,0.629,9,-5.757,0.0425,0.409,3.8e-06,0.0819,0.439,123.279,spotify:track:1pLdjo3lOBbMaoR4ZpybFH
263,J. Holiday,Bed,275107,2007,0.684,0.606,5,-7.268,0.0504,0.17,0.0,0.058,0.723,127.901,spotify:track:6TlRNJaezOdzdECnQeRuMM
264,Rich Boy ,Throw Some Ds,263920,2007,0.698,0.86,11,-5.181,0.429,0.0368,0.0,0.0721,0.433,160.904,spotify:track:6SmPPtaMnfxgz5duA6t9Cu
265,Amy Winehouse,Rehab,213760,2007,0.434,0.872,0,-2.974,0.0702,0.0473,1.83e-06,0.396,0.732,71.515,spotify:track:1L5tZi0izXsi5Kk5OJf4W0
266,T.I.,Big Things Poppin ,289987,2007,0.597,0.715,7,-6.741,0.036,0.00425,0.911,0.191,0.539,169.036,spotify:track:0eMdAjfAfGS1AoeXgiyGXP
267,Alicia Keys,No One,253813,2007,0.644,0.548,1,-5.416,0.0286,0.0209,8.68e-06,0.134,0.166,90.042,spotify:track:6IwKcFdiRQZOWeYNhUiWIv
268,Boys Like Girls,The Great Escape,206520,2007,0.423,0.94,1,-4.012,0.0635,0.00166,0.0,0.178,0.505,149.934,spotify:track:6GIrIt2M39wEGwjCQjGChX
269,Unk,2 Step,322933,2007,0.721,0.72,9,-6.145,0.192,0.0564,0.0,0.173,0.643,76.976,spotify:track:34vVztCAeKpPtzYfGHQjiV
270,Paula DeAnda ,Walk Away ,238160,2007,0.672,0.585,0,-5.797,0.0582,0.192,0.0,0.156,0.834,77.998,spotify:track:0Sc9UwBpChiRKRF8DKvWKZ
271,Hellogoodbye,Here ,240547,2007,0.699,0.612,5,-6.786,0.037,0.171,0.00265,0.268,0.79,126.042,spotify:track:4z1gmF4S1YsTj1pxiU47Qx
272,Pretty Ricky,On The Hotline,242587,2007,0.704,0.854,10,-5.477,0.183,0.0185,0.0,0.148,0.688,92.988,spotify:track:1zyqZONW985Cs4osz9wlsu
273,Gwen Stefani,Wind It Up,189587,2007,0.96,0.895,0,-6.899,0.0714,0.335,0.000176,0.364,0.92,120.01,spotify:track:1GeECVH4Msg1zLm8DExkbH
274,Baby Bash ,Cyclone,222053,2007,0.644,0.725,11,-4.622,0.0701,0.0112,0.0,0.146,0.584,77.977,spotify:track:0x1LCpY9Rgeq97VPajm81B
275,Rihanna ,Break It Off,213373,2007,0.897,0.738,10,-5.314,0.228,0.0166,0.0,0.0573,0.798,133.966,spotify:track:4PgtB6Sul8WDTRZCe5e8St
276,Lifehouse,First Time,203640,2007,0.442,0.952,3,-2.214,0.0541,2.41e-05,0.0,0.205,0.505,130.682,spotify:track:40Fp6pxcS9l08kL1R50mR4
277,50 Cent ,Ayo Technology,247947,2007,0.63,0.782,8,-5.44,0.132,0.0828,0.0,0.034,0.418,140.144,spotify:track:36Hwcla06Q5BCr59CL0sBp
278,Bow Wow ,Outta My System,238267,2007,0.772,0.59,6,-6.957,0.183,0.0917,0.0,0.101,0.743,83.998,spotify:track:3LGeYNY9aWQuBJovOOowqm
279,Taylor Swift,Teardrops On My Guitar,204707,2007,0.626,0.44,10,-6.942,0.0232,0.331,0.0,0.146,0.259,99.962,spotify:track:7snx7w5WZLHovS0xC45ZfP
280,Rihanna,Shut Up And Drive,212280,2007,0.735,0.826,1,-4.902,0.0349,0.00101,0.129,0.197,0.74,132.964,spotify:track:4Tn2llBm1g0UlWctmgPL8Z
281,Red Hot Chili Peppers,Snow ,334667,2007,0.427,0.9,11,-3.674,0.0499,0.116,1.75e-05,0.119,0.599,104.655,spotify:track:2aibwv5hGXSgw7Yru8IYTO
282,Ludacris ,Money Maker,230613,2007,0.464,0.598,1,-6.79,0.27,0.149,0.0,0.299,0.612,79.732,spotify:track:2JpUkUR0OsOlUUfm6iS8ic
283,Chris Brown ,Kiss Kiss,250667,2007,0.729,0.658,10,-3.386,0.225,0.0506,0.0,0.0693,0.551,140.043,spotify:track:3wKKkGVn7cVSfgPeYYIiXG
284,Nickelback,Far Away,238173,2007,0.518,0.797,6,-5.153,0.0309,0.000696,0.0,0.107,0.293,132.915,spotify:track:0ADZ5dmXhlfzjMw6lefoPl
285,Crime Mob ,Rock Yo Hips,226547,2007,0.847,0.667,6,-5.7,0.17,0.0869,0.0,0.443,0.707,77.492,spotify:track:76dZuMVXjIyLPRLv00skGd
286,Justin Timberlake,LoveStoned,444333,2007,0.859,0.681,1,-6.247,0.0549,0.34,0.000161,0.213,0.852,121.243,spotify:track:5iyE2d4U3Vc5cqY9mPTlpy
287,Hinder,Better Than Me,223533,2007,0.449,0.682,2,-5.295,0.029,0.205,0.0,0.175,0.254,139.924,spotify:track:10fddGyyeUquZZ2uPTjD7P
288,Finger Eleven,Paralyzer,208107,2007,0.644,0.939,11,-3.486,0.0456,0.157,0.0,0.233,0.861,106.031,spotify:track:28IEbk5a7twNTbUEvWslUb
289,Snoop Dogg ,Thats That,257813,2007,0.866,0.619,9,-4.774,0.19,0.0202,0.0,0.0371,0.733,82.05,spotify:track:3J58iVk8OXYAGG4YvOKG8u
290,Flo Rida ,Low,231400,2008,0.918,0.609,10,-5.64,0.0791,0.0928,0.0,0.139,0.304,128.008,spotify:track:0CAfXk7DXMnon4gLudAp7J
291,Leona Lewis,Bleeding Love,262467,2008,0.638,0.656,5,-5.886,0.0357,0.188,0.0,0.146,0.225,104.036,spotify:track:7wZUrN8oemZfsEd1CGkbXE
292,Alicia Keys,No One,253813,2008,0.644,0.548,1,-5.416,0.0286,0.0209,8.68e-06,0.134,0.166,90.042,spotify:track:6IwKcFdiRQZOWeYNhUiWIv
293,Lil Wayne ,Lollipop,299333,2008,0.829,0.428,0,-9.469,0.083,0.055,0.00423,0.137,0.448,148.077,spotify:track:4P7VFiaZb3xrXoqGwZXC3J
294,Timbaland ,Apologize,184400,2008,0.653,0.604,8,-6.017,0.0278,0.0292,0.0,0.097,0.101,118.016,spotify:track:6ucR4KfvsBFWCMVFDvyKKl
295,Jordin Sparks Duet With Chris Brown,No Air,264547,2008,0.461,0.757,11,-5.01,0.212,0.0494,0.0,0.0603,0.333,159.997,spotify:track:3EXoXwJg7YCKBG0GZbJFqB
296,Sara Bareilles,Love Song,258827,2008,0.583,0.786,2,-3.142,0.0301,0.0208,0.0,0.188,0.573,123.052,spotify:track:4E6cwWJWZw2zWf7VFbH7wf
297,Usher ,Love In This Club,259720,2008,0.573,0.712,0,-5.976,0.0732,0.0572,0.0,0.167,0.346,140.012,spotify:track:5j0McHPthKpOXRr3fBq8M0
298,Chris Brown,With You,252120,2008,0.662,0.693,3,-4.298,0.0698,0.134,0.0,0.145,0.655,86.009,spotify:track:5Lgcn7u07bHuqbOtXkN62u
299,Chris Brown,Forever,278573,2008,0.672,0.82,11,-4.456,0.0459,0.0368,0.000188,0.184,0.438,120.005,spotify:track:3NZJlJemX3mzjf56MqC5ML
300,Ray J ,Sexy Can I,204040,2008,0.575,0.684,1,-6.007,0.325,0.299,0.0,0.614,0.926,172.155,spotify:track:0DdpxWfVvUGgkJv5536tiF
301,Rihanna,Take A Bow,229413,2008,0.697,0.467,9,-7.536,0.0715,0.248,0.0,0.0941,0.572,82.081,spotify:track:3goSVuTt3fDYDP6kRnFwuL
